,TILGANG1,ANVENDELSE,PRISENHED,TID,INDHOLD
6168,"Other Production Taxes, net",49000 Land transport and transport via pipelines- (Use),Current prices,1974,-94.713
6169,"Other Production Taxes, net",49000 Land transport and transport via pipelines- (Use),Current prices,1975,-3.821
6170,"Other Production Taxes, net",49000 Land transport and transport via pipelines- (Use),Current prices,1976,-38.61
6171,"Other Production Taxes, net",49000 Land transport and transport via pipelines- (Use),Current prices,1977,7.636
6172,"Other Production Taxes, net",49000 Land transport and transport via pipelines- (Use),Current prices,1978,-7.358
6173,"Other Production Taxes, net",49000 Land transport and transport via pipelines- (Use),Current prices,1979,-39.684
6174,"Other Production Taxes, net",49000 Land transport and transport via pipelines- (Use),Current prices,1980,-157.507
6175,"Other Production Taxes, net",49000 Land transport and transport via pipelines- (Use),Current prices,1981,-243.903
6176,"Other Production Taxes, net",49000 Land transport and transport via pipelines- (Use),Current prices,1982,-493.317
6177,"Other Production Taxes, net",49000 Land transport and transport via pipelines- (Use),Current prices,1983,-542.988
6178,"Other Production Taxes, net",49000 Land transport and transport via pipelines- (Use),Current prices,1984,-565.774
6179,"Other Production Taxes, net",49000 Land transport and transport via pipelines- (Use),Current prices,1985,-666.623
6180,"Other Production Taxes, net",49000 Land transport and transport via pipelines- (Use),Current prices,1986,-551.883
6181,"Other Production Taxes, net",49000 Land transport and transport via pipelines- (Use),Current prices,1987,-565.278
6182,"Other Production Taxes, net",49000 Land transport and transport via pipelines- (Use),Current prices,1988,-857.506
6183,"Other Production Taxes, net",49000 Land transport and transport via pipelines- (Use),Current prices,1989,-952.504
6184,"Other Production Taxes, net",49000 Land transport and transport via pipelines- (Use),Current prices,1990,-1582.023
6185,"Other Production Taxes, net",49000 Land transport and transport via pipelines- (Use),Current prices,1991,-1609.617
6186,"Other Production Taxes, net",49000 Land transport and transport via pipelines- (Use),Current prices,1992,-1768.213
6187,"Other Production Taxes, net",49000 Land transport and transport via pipelines- (Use),Current prices,1993,-1534.906
6188,"Other Production Taxes, net",49000 Land transport and transport via pipelines- (Use),Current prices,1994,-1352.625
6189,"Other Production Taxes, net",49000 Land transport and transport via pipelines- (Use),Current prices,1995,-1328.336
6190,"Other Production Taxes, net",49000 Land transport and transport via pipelines- (Use),Current prices,1996,-1367.992
6191,"Other Production Taxes, net",49000 Land transport and transport via pipelines- (Use),Current prices,1997,-1234.334
6192,"Other Production Taxes, net",49000 Land transport and transport via pipelines- (Use),Current prices,1998,-1131.343
6193,"Other Production Taxes, net",49000 Land transport and transport via pipelines- (Use),Current prices,1999,-1135.653
6194,"Other Production Taxes, net",49000 Land transport and transport via pipelines- (Use),Current prices,2000,-909.0
6195,"Other Production Taxes, net",49000 Land transport and transport via pipelines- (Use),Current prices,2001,-334.148
6196,"Other Production Taxes, net",49000 Land transport and transport via pipelines- (Use),Current prices,2002,-390.258
6197,"Other Production Taxes, net",49000 Land transport and transport via pipelines- (Use),Current prices,2003,-434.411
6198,"Other Production Taxes, net",49000 Land transport and transport via pipelines- (Use),Current prices,2004,-417.006
6199,"Other Production Taxes, net",49000 Land transport and transport via pipelines- (Use),Current prices,2005,-342.416
6200,"Other Production Taxes, net",49000 Land transport and transport via pipelines- (Use),Current prices,2006,-415.13
6201,"Other Production Taxes, net",49000 Land transport and transport via pipelines- (Use),Current prices,2007,-382.784
6202,"Other Production Taxes, net",49000 Land transport and transport via pipelines- (Use),Current prices,2008,-628.35
6203,"Other Production Taxes, net",49000 Land transport and transport via pipelines- (Use),Current prices,2009,-638.523
6204,"Other Production Taxes, net",49000 Land transport and transport via pipelines- (Use),Current prices,2010,-904.893
6205,"Other Production Taxes, net",49000 Land transport and transport via pipelines- (Use),Current prices,2011,-990.641
6206,"Other Production Taxes, net",49000 Land transport and transport via pipelines- (Use),Current prices,2012,-1207.277
6207,"Other Production Taxes, net",49000 Land transport and transport via pipelines- (Use),Current prices,2013,-998.539
6208,"Other Production Taxes, net",49000 Land transport and transport via pipelines- (Use),Current prices,2014,-1015.906
6209,"Other Production Taxes, net",49000 Land transport and transport via pipelines- (Use),Current prices,2015,-909.332
6210,"Other Production Taxes, net",49000 Land transport and transport via pipelines- (Use),Current prices,2016,-814.611
6211,"Other Production Taxes, net",49000 Land transport and transport via pipelines- (Use),Current prices,2017,-882.629
6212,"Other Production Taxes, net",49000 Land transport and transport via pipelines- (Use),Current prices,2018,-1077.858
6213,"Other Production Taxes, net",49000 Land transport and transport via pipelines- (Use),Current prices,2019,-792.165
6214,"Other Production Taxes, net",49000 Land transport and transport via pipelines- (Use),Current prices,2020,-2486.117
6215,"Other Production Taxes, net",49000 Land transport and transport via pipelines- (Use),Current prices,2021,-1607.424
6216,"Other Production Taxes, net",49000 Land transport and transport via pipelines- (Use),Constant prices of the previous year,1966,0.0
6217,"Other Production Taxes, net",49000 Land transport and transport via pipelines- (Use),Constant prices of the previous year,1967,0.0
6218,"Other Production Taxes, net",49000 Land transport and transport via pipelines- (Use),Constant prices of the previous year,1968,0.0
6219,"Other Production Taxes, net",49000 Land transport and transport via pipelines- (Use),Constant prices of the previous year,1969,0.0
6220,"Other Production Taxes, net",49000 Land transport and transport via pipelines- (Use),Constant prices of the previous year,1970,0.0
6221,"Other Production Taxes, net",49000 Land transport and transport via pipelines- (Use),Constant prices of the previous year,1971,0.0
6222,"Other Production Taxes, net",49000 Land transport and transport via pipelines- (Use),Constant prices of the previous year,1972,0.0
6223,"Other Production Taxes, net",49000 Land transport and transport via pipelines- (Use),Constant prices of the previous year,1973,0.0
6224,"Other Production Taxes, net",49000 Land transport and transport via pipelines- (Use),Constant prices of the previous year,1974,0.0
6225,"Other Production Taxes, net",49000 Land transport and transport via pipelines- (Use),Constant prices of the previous year,1975,0.0
6226,"Other Production Taxes, net",49000 Land transport and transport via pipelines- (Use),Constant prices of the previous year,1976,0.0
6227,"Other Production Taxes, net",49000 Land transport and transport via pipelines- (Use),Constant prices of the previous year,1977,0.0
6228,"Other Production Taxes, net",49000 Land transport and transport via pipelines- (Use),Constant prices of the previous year,1978,0.0
6229,"Other Production Taxes, net",49000 Land transport and transport via pipelines- (Use),Constant prices of the previous year,1979,0.0
6230,"Other Production Taxes, net",49000 Land transport and transport via pipelines- (Use),Constant prices of the previous year,1980,0.0
6231,"Other Production Taxes, net",49000 Land transport and transport via pipelines- (Use),Constant prices of the previous year,1981,0.0
6232,"Other Production Taxes, net",49000 Land transport and transport via pipelines- (Use),Constant prices of the previous year,1982,0.0
6233,"Other Production Taxes, net",49000 Land transport and transport via pipelines- (Use),Constant prices of the previous year,1983,0.0
6234,"Other Production Taxes, net",49000 Land transport and transport via pipelines- (Use),Constant prices of the previous year,1984,0.0
6235,"Other Production Taxes, net",49000 Land transport and transport via pipelines- (Use),Constant prices of the previous year,1985,0.0
6236,"Other Production Taxes, net",49000 Land transport and transport via pipelines- (Use),Constant prices of the previous year,1986,0.0
6237,"Other Production Taxes, net",49000 Land transport and transport via pipelines- (Use),Constant prices of the previous year,1987,0.0
6238,"Other Production Taxes, net",49000 Land transport and transport via pipelines- (Use),Constant prices of the previous year,1988,0.0
6239,"Other Production Taxes, net",49000 Land transport and transport via pipelines- (Use),Constant prices of the previous year,1989,0.0
6240,"Other Production Taxes, net",49000 Land transport and transport via pipelines- (Use),Constant prices of the previous year,1990,0.0
6241,"Other Production Taxes, net",49000 Land transport and transport via pipelines- (Use),Constant prices of the previous year,1991,0.0
6242,"Other Production Taxes, net",49000 Land transport and transport via pipelines- (Use),Constant prices of the previous year,1992,0.0
6243,"Other Production Taxes, net",49000 Land transport and transport via pipelines- (Use),Constant prices of the previous year,1993,0.0
6244,"Other Production Taxes, net",49000 Land transport and transport via pipelines- (Use),Constant prices of the previous year,1994,0.0
6245,"Other Production Taxes, net",49000 Land transport and transport via pipelines- (Use),Constant prices of the previous year,1995,0.0
6246,"Other Production Taxes, net",49000 Land transport and transport via pipelines- (Use),Constant prices of the previous year,1996,0.0
6247,"Other Production Taxes, net",49000 Land transport and transport via pipelines- (Use),Constant prices of the previous year,1997,0.0
6248,"Other Production Taxes, net",49000 Land transport and transport via pipelines- (Use),Constant prices of the previous year,1998,0.0
6249,"Other Production Taxes, net",49000 Land transport and transport via pipelines- (Use),Constant prices of the previous year,1999,0.0
6250,"Other Production Taxes, net",49000 Land transport and transport via pipelines- (Use),Constant prices of the previous year,2000,0.0
6251,"Other Production Taxes, net",49000 Land transport and transport via pipelines- (Use),Constant prices of the previous year,2001,0.0
6252,"Other Production Taxes, net",49000 Land transport and transport via pipelines- (Use),Constant prices of the previous year,2002,0.0
6253,"Other Production Taxes, net",49000 Land transport and transport via pipelines- (Use),Constant prices of the previous year,2003,0.0
6254,"Other Production Taxes, net",49000 Land transport and transport via pipelines- (Use),Constant prices of the previous year,2004,0.0
6255,"Other Production Taxes, net",49000 Land transport and transport via pipelines- (Use),Constant prices of the previous year,2005,0.0
6256,"Other Production Taxes, net",49000 Land transport and transport via pipelines- (Use),Constant prices of the previous year,2006,0.0
6257,"Other Production Taxes, net",49000 Land transport and transport via pipelines- (Use),Constant prices of the previous year,2007,0.0
6258,"Other Production Taxes, net",49000 Land transport and transport via pipelines- (Use),Constant prices of the previous year,2008,0.0
6259,"Other Production Taxes, net",49000 Land transport and transport via pipelines- (Use),Constant prices of the previous year,2009,0.0
6260,"Other Production Taxes, net",49000 Land transport and transport via pipelines- (Use),Constant prices of the previous year,2010,0.0
6261,"Other Production Taxes, net",49000 Land transport and transport via pipelines- (Use),Constant prices of the previous year,2011,0.0
6262,"Other Production Taxes, net",49000 Land transport and transport via pipelines- (Use),Constant prices of the previous year,2012,0.0
6263,"Other Production Taxes, net",49000 Land transport and transport via pipelines- (Use),Constant prices of the previous year,2013,0.0
6264,"Other Production Taxes, net",49000 Land transport and transport via pipelines- (Use),Constant prices of the previous year,2014,0.0
6265,"Other Production Taxes, net",49000 Land transport and transport via pipelines- (Use),Constant prices of the previous year,2015,0.0
6266,"Other Production Taxes, net",49000 Land transport and transport via pipelines- (Use),Constant prices of the previous year,2016,0.0
6267,"Other Production Taxes, net",49000 Land transport and transport via pipelines- (Use),Constant prices of the previous year,2017,0.0
6268,"Other Production Taxes, net",49000 Land transport and transport via pipelines- (Use),Constant prices of the previous year,2018,0.0
6269,"Other Production Taxes, net",49000 Land transport and transport via pipelines- (Use),Constant prices of the previous year,2019,0.0
6270,"Other Production Taxes, net",49000 Land transport and transport via pipelines- (Use),Constant prices of the previous year,2020,0.0
6271,"Other Production Taxes, net",49000 Land transport and transport via pipelines- (Use),Constant prices of the previous year,2021,0.0
6272,"Other Production Taxes, net",50000 Water transport- (Use),Current prices,1966,2.054
6273,"Other Production Taxes, net",50000 Water transport- (Use),Current prices,1967,2.698
6274,"Other Production Taxes, net",50000 Water transport- (Use),Current prices,1968,2.733
6275,"Other Production Taxes, net",50000 Water transport- (Use),Current prices,1969,2.454
6276,"Other Production Taxes, net",50000 Water transport- (Use),Current prices,1970,2.814
6277,"Other Production Taxes, net",50000 Water transport- (Use),Current prices,1971,3.232
6278,"Other Production Taxes, net",50000 Water transport- (Use),Current prices,1972,2.988
6279,"Other Production Taxes, net",50000 Water transport- (Use),Current prices,1973,3.83
6280,"Other Production Taxes, net",50000 Water transport- (Use),Current prices,1974,-15.829
6281,"Other Production Taxes, net",50000 Water transport- (Use),Current prices,1975,4.705
6282,"Other Production Taxes, net",50000 Water transport- (Use),Current prices,1976,-5.261
6283,"Other Production Taxes, net",50000 Water transport- (Use),Current prices,1977,1.484
6284,"Other Production Taxes, net",50000 Water transport- (Use),Current prices,1978,2.255
6285,"Other Production Taxes, net",50000 Water transport- (Use),Current prices,1979,-0.508
6286,"Other Production Taxes, net",50000 Water transport- (Use),Current prices,1980,-5.749
6287,"Other Production Taxes, net",50000 Water transport- (Use),Current prices,1981,-8.992
6288,"Other Production Taxes, net",50000 Water transport- (Use),Current prices,1982,-19.953
6289,"Other Production Taxes, net",50000 Water transport- (Use),Current prices,1983,-30.222
6290,"Other Production Taxes, net",50000 Water transport- (Use),Current prices,1984,-28.653
6291,"Other Production Taxes, net",50000 Water transport- (Use),Current prices,1985,-28.09
6292,"Other Production Taxes, net",50000 Water transport- (Use),Current prices,1986,-23.847
6293,"Other Production Taxes, net",50000 Water transport- (Use),Current prices,1987,-17.456
6294,"Other Production Taxes, net",50000 Water transport- (Use),Current prices,1988,-61.165
6295,"Other Production Taxes, net",50000 Water transport- (Use),Current prices,1989,-87.244
6296,"Other Production Taxes, net",50000 Water transport- (Use),Current prices,1990,-105.873
6297,"Other Production Taxes, net",50000 Water transport- (Use),Current prices,1991,-103.019
6298,"Other Production Taxes, net",50000 Water transport- (Use),Current prices,1992,-200.563
6299,"Other Production Taxes, net",50000 Water transport- (Use),Current prices,1993,-89.779
6300,"Other Production Taxes, net",50000 Water transport- (Use),Current prices,1994,-90.888
6301,"Other Production Taxes, net",50000 Water transport- (Use),Current prices,1995,-105.897
6302,"Other Production Taxes, net",50000 Water transport- (Use),Current prices,1996,-137.768
6303,"Other Production Taxes, net",50000 Water transport- (Use),Current prices,1997,-118.894
6304,"Other Production Taxes, net",50000 Water transport- (Use),Current prices,1998,-127.96
6305,"Other Production Taxes, net",50000 Water transport- (Use),Current prices,1999,-100.906
6306,"Other Production Taxes, net",50000 Water transport- (Use),Current prices,2000,-105.021
6307,"Other Production Taxes, net",50000 Water transport- (Use),Current prices,2001,-111.191
6308,"Other Production Taxes, net",50000 Water transport- (Use),Current prices,2002,-128.084
6309,"Other Production Taxes, net",50000 Water transport- (Use),Current prices,2003,-132.451
6310,"Other Production Taxes, net",50000 Water transport- (Use),Current prices,2004,-127.119
6311,"Other Production Taxes, net",50000 Water transport- (Use),Current prices,2005,-131.763
6312,"Other Production Taxes, net",50000 Water transport- (Use),Current prices,2006,-130.267
6313,"Other Production Taxes, net",50000 Water transport- (Use),Current prices,2007,-261.268
6314,"Other Production Taxes, net",50000 Water transport- (Use),Current prices,2008,-67.763
6315,"Other Production Taxes, net",50000 Water transport- (Use),Current prices,2009,-80.113
6316,"Other Production Taxes, net",50000 Water transport- (Use),Current prices,2010,93.492
6317,"Other Production Taxes, net",50000 Water transport- (Use),Current prices,2011,108.987
6318,"Other Production Taxes, net",50000 Water transport- (Use),Current prices,2012,122.637
6319,"Other Production Taxes, net",50000 Water transport- (Use),Current prices,2013,-84.901
6320,"Other Production Taxes, net",50000 Water transport- (Use),Current prices,2014,-133.434
6321,"Other Production Taxes, net",50000 Water transport- (Use),Current prices,2015,-99.098
6322,"Other Production Taxes, net",50000 Water transport- (Use),Current prices,2016,-34.255
6323,"Other Production Taxes, net",50000 Water transport- (Use),Current prices,2017,19.501
6324,"Other Production Taxes, net",50000 Water transport- (Use),Current prices,2018,7.124
6325,"Other Production Taxes, net",50000 Water transport- (Use),Current prices,2019,13.924
6326,"Other Production Taxes, net",50000 Water transport- (Use),Current prices,2020,-823.716
6327,"Other Production Taxes, net",50000 Water transport- (Use),Current prices,2021,-565.731
6328,"Other Production Taxes, net",50000 Water transport- (Use),Constant prices of the previous year,1966,0.0
6329,"Other Production Taxes, net",50000 Water transport- (Use),Constant prices of the previous year,1967,0.0
6330,"Other Production Taxes, net",50000 Water transport- (Use),Constant prices of the previous year,1968,0.0
6331,"Other Production Taxes, net",50000 Water transport- (Use),Constant prices of the previous year,1969,0.0
6332,"Other Production Taxes, net",50000 Water transport- (Use),Constant prices of the previous year,1970,0.0
6333,"Other Production Taxes, net",50000 Water transport- (Use),Constant prices of the previous year,1971,0.0
6334,"Other Production Taxes, net",50000 Water transport- (Use),Constant prices of the previous year,1972,0.0
6335,"Other Production Taxes, net",50000 Water transport- (Use),Constant prices of the previous year,1973,0.0
6336,"Other Production Taxes, net",50000 Water transport- (Use),Constant prices of the previous year,1974,0.0
6337,"Other Production Taxes, net",50000 Water transport- (Use),Constant prices of the previous year,1975,0.0
6338,"Other Production Taxes, net",50000 Water transport- (Use),Constant prices of the previous year,1976,0.0
6339,"Other Production Taxes, net",50000 Water transport- (Use),Constant prices of the previous year,1977,0.0
6340,"Other Production Taxes, net",50000 Water transport- (Use),Constant prices of the previous year,1978,0.0
6341,"Other Production Taxes, net",50000 Water transport- (Use),Constant prices of the previous year,1979,0.0
6342,"Other Production Taxes, net",50000 Water transport- (Use),Constant prices of the previous year,1980,0.0
6343,"Other Production Taxes, net",50000 Water transport- (Use),Constant prices of the previous year,1981,0.0
6344,"Other Production Taxes, net",50000 Water transport- (Use),Constant prices of the previous year,1982,0.0
6345,"Other Production Taxes, net",50000 Water transport- (Use),Constant prices of the previous year,1983,0.0
6346,"Other Production Taxes, net",50000 Water transport- (Use),Constant prices of the previous year,1984,0.0
6347,"Other Production Taxes, net",50000 Water transport- (Use),Constant prices of the previous year,1985,0.0
6348,"Other Production Taxes, net",50000 Water transport- (Use),Constant prices of the previous year,1986,0.0
6349,"Other Production Taxes, net",50000 Water transport- (Use),Constant prices of the previous year,1987,0.0
6350,"Other Production Taxes, net",50000 Water transport- (Use),Constant prices of the previous year,1988,0.0
6351,"Other Production Taxes, net",50000 Water transport- (Use),Constant prices of the previous year,1989,0.0
6352,"Other Production Taxes, net",50000 Water transport- (Use),Constant prices of the previous year,1990,0.0
6353,"Other Production Taxes, net",50000 Water transport- (Use),Constant prices of the previous year,1991,0.0
6354,"Other Production Taxes, net",50000 Water transport- (Use),Constant prices of the previous year,1992,0.0
6355,"Other Production Taxes, net",50000 Water transport- (Use),Constant prices of the previous year,1993,0.0
6356,"Other Production Taxes, net",50000 Water transport- (Use),Constant prices of the previous year,1994,0.0
6357,"Other Production Taxes, net",50000 Water transport- (Use),Constant prices of the previous year,1995,0.0
6358,"Other Production Taxes, net",50000 Water transport- (Use),Constant prices of the previous year,1996,0.0
6359,"Other Production Taxes, net",50000 Water transport- (Use),Constant prices of the previous year,1997,0.0
6360,"Other Production Taxes, net",50000 Water transport- (Use),Constant prices of the previous year,1998,0.0
6361,"Other Production Taxes, net",50000 Water transport- (Use),Constant prices of the previous year,1999,0.0
6362,"Other Production Taxes, net",50000 Water transport- (Use),Constant prices of the previous year,2000,0.0
6363,"Other Production Taxes, net",50000 Water transport- (Use),Constant prices of the previous year,2001,0.0
6364,"Other Production Taxes, net",50000 Water transport- (Use),Constant prices of the previous year,2002,0.0
6365,"Other Production Taxes, net",50000 Water transport- (Use),Constant prices of the previous year,2003,0.0
6366,"Other Production Taxes, net",50000 Water transport- (Use),Constant prices of the previous year,2004,0.0
6367,"Other Production Taxes, net",50000 Water transport- (Use),Constant prices of the previous year,2005,0.0
6368,"Other Production Taxes, net",50000 Water transport- (Use),Constant prices of the previous year,2006,0.0
6369,"Other Production Taxes, net",50000 Water transport- (Use),Constant prices of the previous year,2007,0.0
6370,"Other Production Taxes, net",50000 Water transport- (Use),Constant prices of the previous year,2008,0.0
6371,"Other Production Taxes, net",50000 Water transport- (Use),Constant prices of the previous year,2009,0.0
6372,"Other Production Taxes, net",50000 Water transport- (Use),Constant prices of the previous year,2010,0.0
6373,"Other Production Taxes, net",50000 Water transport- (Use),Constant prices of the previous year,2011,0.0
6374,"Other Production Taxes, net",50000 Water transport- (Use),Constant prices of the previous year,2012,0.0
6375,"Other Production Taxes, net",50000 Water transport- (Use),Constant prices of the previous year,2013,0.0
6376,"Other Production Taxes, net",50000 Water transport- (Use),Constant prices of the previous year,2014,0.0
6377,"Other Production Taxes, net",50000 Water transport- (Use),Constant prices of the previous year,2015,0.0
6378,"Other Production Taxes, net",50000 Water transport- (Use),Constant prices of the previous year,2016,0.0
6379,"Other Production Taxes, net",50000 Water transport- (Use),Constant prices of the previous year,2017,0.0
6380,"Other Production Taxes, net",50000 Water transport- (Use),Constant prices of the previous year,2018,0.0
6381,"Other Production Taxes, net",50000 Water transport- (Use),Constant prices of the previous year,2019,0.0
6382,"Other Production Taxes, net",50000 Water transport- (Use),Constant prices of the previous year,2020,0.0
6383,"Other Production Taxes, net",50000 Water transport- (Use),Constant prices of the previous year,2021,0.0
6384,"Other Production Taxes, net",51000 Air transport- (Use),Current prices,1966,-0.503
6385,"Other Production Taxes, net",51000 Air transport- (Use),Current prices,1967,-0.44
6386,"Other Production Taxes, net",51000 Air transport- (Use),Current prices,1968,-0.304
6387,"Other Production Taxes, net",51000 Air transport- (Use),Current prices,1969,-0.427
6388,"Other Production Taxes, net",51000 Air transport- (Use),Current prices,1970,-0.629
6389,"Other Production Taxes, net",51000 Air transport- (Use),Current prices,1971,-0.633
6390,"Other Production Taxes, net",51000 Air transport- (Use),Current prices,1972,-0.483
6391,"Other Production Taxes, net",51000 Air transport- (Use),Current prices,1973,0.01
6392,"Other Production Taxes, net",51000 Air transport- (Use),Current prices,1974,-6.951
6393,"Other Production Taxes, net",51000 Air transport- (Use),Current prices,1975,0.191
6394,"Other Production Taxes, net",51000 Air transport- (Use),Current prices,1976,-3.331
6395,"Other Production Taxes, net",51000 Air transport- (Use),Current prices,1977,-1.091
6396,"Other Production Taxes, net",51000 Air transport- (Use),Current prices,1978,-0.98
6397,"Other Production Taxes, net",51000 Air transport- (Use),Current prices,1979,-1.938
6398,"Other Production Taxes, net",51000 Air transport- (Use),Current prices,1980,-3.027
6399,"Other Production Taxes, net",51000 Air transport- (Use),Current prices,1981,-3.233
6400,"Other Production Taxes, net",51000 Air transport- (Use),Current prices,1982,-5.74
6401,"Other Production Taxes, net",51000 Air transport- (Use),Current prices,1983,-10.702
6402,"Other Production Taxes, net",51000 Air transport- (Use),Current prices,1984,-9.168
6403,"Other Production Taxes, net",51000 Air transport- (Use),Current prices,1985,-7.107
6404,"Other Production Taxes, net",51000 Air transport- (Use),Current prices,1986,-6.119
6405,"Other Production Taxes, net",51000 Air transport- (Use),Current prices,1987,-2.36
6406,"Other Production Taxes, net",51000 Air transport- (Use),Current prices,1988,-27.557
6407,"Other Production Taxes, net",51000 Air transport- (Use),Current prices,1989,-35.578
6408,"Other Production Taxes, net",51000 Air transport- (Use),Current prices,1990,-36.85
6409,"Other Production Taxes, net",51000 Air transport- (Use),Current prices,1991,-27.899
6410,"Other Production Taxes, net",51000 Air transport- (Use),Current prices,1992,-57.53
6411,"Other Production Taxes, net",51000 Air transport- (Use),Current prices,1993,-26.064
6412,"Other Production Taxes, net",51000 Air transport- (Use),Current prices,1994,-27.804
6413,"Other Production Taxes, net",51000 Air transport- (Use),Current prices,1995,-27.095
6414,"Other Production Taxes, net",51000 Air transport- (Use),Current prices,1996,-32.293
6415,"Other Production Taxes, net",51000 Air transport- (Use),Current prices,1997,-17.223
6416,"Other Production Taxes, net",51000 Air transport- (Use),Current prices,1998,-7.274
6417,"Other Production Taxes, net",51000 Air transport- (Use),Current prices,1999,1.206
6418,"Other Production Taxes, net",51000 Air transport- (Use),Current prices,2000,5.827
6419,"Other Production Taxes, net",51000 Air transport- (Use),Current prices,2001,5.913
6420,"Other Production Taxes, net",51000 Air transport- (Use),Current prices,2002,0.901
6421,"Other Production Taxes, net",51000 Air transport- (Use),Current prices,2003,-3.52
6422,"Other Production Taxes, net",51000 Air transport- (Use),Current prices,2004,-0.337
6423,"Other Production Taxes, net",51000 Air transport- (Use),Current prices,2005,5.798
6424,"Other Production Taxes, net",51000 Air transport- (Use),Current prices,2006,-0.674
6425,"Other Production Taxes, net",51000 Air transport- (Use),Current prices,2007,-3.767
6426,"Other Production Taxes, net",51000 Air transport- (Use),Current prices,2008,4.851
6427,"Other Production Taxes, net",51000 Air transport- (Use),Current prices,2009,-3.074
6428,"Other Production Taxes, net",51000 Air transport- (Use),Current prices,2010,-4.808
6429,"Other Production Taxes, net",51000 Air transport- (Use),Current prices,2011,-15.475
6430,"Other Production Taxes, net",51000 Air transport- (Use),Current prices,2012,-31.41
6431,"Other Production Taxes, net",51000 Air transport- (Use),Current prices,2013,-12.083
6432,"Other Production Taxes, net",51000 Air transport- (Use),Current prices,2014,-3.18
6433,"Other Production Taxes, net",51000 Air transport- (Use),Current prices,2015,7.908
6434,"Other Production Taxes, net",51000 Air transport- (Use),Current prices,2016,8.366
6435,"Other Production Taxes, net",51000 Air transport- (Use),Current prices,2017,4.827
6436,"Other Production Taxes, net",51000 Air transport- (Use),Current prices,2018,41.24
6437,"Other Production Taxes, net",51000 Air transport- (Use),Current prices,2019,55.182
6438,"Other Production Taxes, net",51000 Air transport- (Use),Current prices,2020,-684.244
6439,"Other Production Taxes, net",51000 Air transport- (Use),Current prices,2021,-519.432
6440,"Other Production Taxes, net",51000 Air transport- (Use),Constant prices of the previous year,1966,0.0
6441,"Other Production Taxes, net",51000 Air transport- (Use),Constant prices of the previous year,1967,0.0
6442,"Other Production Taxes, net",51000 Air transport- (Use),Constant prices of the previous year,1968,0.0
6443,"Other Production Taxes, net",51000 Air transport- (Use),Constant prices of the previous year,1969,0.0
6444,"Other Production Taxes, net",51000 Air transport- (Use),Constant prices of the previous year,1970,0.0
6445,"Other Production Taxes, net",51000 Air transport- (Use),Constant prices of the previous year,1971,0.0
6446,"Other Production Taxes, net",51000 Air transport- (Use),Constant prices of the previous year,1972,0.0
6447,"Other Production Taxes, net",51000 Air transport- (Use),Constant prices of the previous year,1973,0.0
6448,"Other Production Taxes, net",51000 Air transport- (Use),Constant prices of the previous year,1974,0.0
6449,"Other Production Taxes, net",51000 Air transport- (Use),Constant prices of the previous year,1975,0.0
6450,"Other Production Taxes, net",51000 Air transport- (Use),Constant prices of the previous year,1976,0.0
6451,"Other Production Taxes, net",51000 Air transport- (Use),Constant prices of the previous year,1977,0.0
6452,"Other Production Taxes, net",51000 Air transport- (Use),Constant prices of the previous year,1978,0.0
6453,"Other Production Taxes, net",51000 Air transport- (Use),Constant prices of the previous year,1979,0.0
6454,"Other Production Taxes, net",51000 Air transport- (Use),Constant prices of the previous year,1980,0.0
6455,"Other Production Taxes, net",51000 Air transport- (Use),Constant prices of the previous year,1981,0.0
6456,"Other Production Taxes, net",51000 Air transport- (Use),Constant prices of the previous year,1982,0.0
6457,"Other Production Taxes, net",51000 Air transport- (Use),Constant prices of the previous year,1983,0.0
6458,"Other Production Taxes, net",51000 Air transport- (Use),Constant prices of the previous year,1984,0.0
6459,"Other Production Taxes, net",51000 Air transport- (Use),Constant prices of the previous year,1985,0.0
6460,"Other Production Taxes, net",51000 Air transport- (Use),Constant prices of the previous year,1986,0.0
6461,"Other Production Taxes, net",51000 Air transport- (Use),Constant prices of the previous year,1987,0.0
6462,"Other Production Taxes, net",51000 Air transport- (Use),Constant prices of the previous year,1988,0.0
6463,"Other Production Taxes, net",51000 Air transport- (Use),Constant prices of the previous year,1989,0.0
6464,"Other Production Taxes, net",51000 Air transport- (Use),Constant prices of the previous year,1990,0.0
6465,"Other Production Taxes, net",51000 Air transport- (Use),Constant prices of the previous year,1991,0.0
6466,"Other Production Taxes, net",51000 Air transport- (Use),Constant prices of the previous year,1992,0.0
6467,"Other Production Taxes, net",51000 Air transport- (Use),Constant prices of the previous year,1993,0.0
6468,"Other Production Taxes, net",51000 Air transport- (Use),Constant prices of the previous year,1994,0.0
6469,"Other Production Taxes, net",51000 Air transport- (Use),Constant prices of the previous year,1995,0.0
6470,"Other Production Taxes, net",51000 Air transport- (Use),Constant prices of the previous year,1996,0.0
6471,"Other Production Taxes, net",51000 Air transport- (Use),Constant prices of the previous year,1997,0.0
6472,"Other Production Taxes, net",51000 Air transport- (Use),Constant prices of the previous year,1998,0.0
6473,"Other Production Taxes, net",51000 Air transport- (Use),Constant prices of the previous year,1999,0.0
6474,"Other Production Taxes, net",51000 Air transport- (Use),Constant prices of the previous year,2000,0.0
6475,"Other Production Taxes, net",51000 Air transport- (Use),Constant prices of the previous year,2001,0.0
6476,"Other Production Taxes, net",51000 Air transport- (Use),Constant prices of the previous year,2002,0.0
6477,"Other Production Taxes, net",51000 Air transport- (Use),Constant prices of the previous year,2003,0.0
