asset,sector,year,V,D,P,Q
M,soe,2009,17905,23726.98229721955,0.9961129586581636,17974.869059147
M,soe,2010,13783,13729.42490918547,1.0,13783.0
M,soe,2011,2451,2419.0,1.0132286068623397,2419.0000000000005
M,soe,2012,6837,6659.392689773431,1.0402516126967587,6572.448354370433
M,soe,2013,12746,12944.270472064522,1.024317831124411,12443.403417090281
M,soe,2014,15236,14964.468468746787,1.0429041637934304,14609.204305581638
M,soe,2015,15707,13784.364491293185,1.1883678577311496,13217.287810180298
M,soe,2016,12160,12054.725414762808,1.1987459401036147,10143.9342509464
M,soe,2017,19546,19897.371365343985,1.1775770635751104,16598.489054006
M,soe,2018,23618,24300.821937460547,1.1444886580006493,20636.290132624978
M,tje,1993,38217,0.0,1.092102230521272,34993.97669186942
M,tje,1994,46370,46011.25976529844,1.1006171247557213,42130.909066394626
M,tje,1995,49640,50365.96087971052,1.0847531372102361,45761.56389615425
M,tje,1996,43697,45206.79181452625,1.0485251426632878,41674.72788397635
M,tje,1997,55403,55397.290509044615,1.048633208324325,52833.53565402705
M,tje,1998,64236,66254.04678702661,1.016692655566381,63181.33572452659
M,tje,1999,63519,63541.395373261934,1.0163343189044252,62498.13552342834
M,tje,2000,66985,67507.93047740708,1.0084615817781144,66422.9567197715
M,tje,2001,69627,69097.5274580455,1.0161891045536828,68517.75883838141
M,tje,2002,77171,76541.30125978602,1.0245492054198126,75321.90703166756
M,tje,2003,67779,68017.57296515684,1.0209555790784066,66387.8051003772
M,tje,2004,74842,75680.73824625449,1.0096407516633565,74127.3565639063
M,tje,2005,78967,80226.98745124522,0.9937840590742859,79460.92441204793
M,tje,2006,91359,92844.08418085701,0.9778880222040833,93424.80726380505
M,tje,2007,96996,95666.10613252631,0.9914820455879096,97829.30556496886
M,tje,2008,97425,96543.69998622597,1.0005327981544467,97373.1197814877
M,tje,2009,78257,76201.14688411645,1.0275264662911958,76160.5686736855
M,tje,2010,80742,82964.54194128374,1.0,80742.0
M,tje,2011,77186,77453.0,0.9965527481182136,77453.0
M,tje,2012,82794,80884.51227602191,1.0200789484411457,81164.30608290008
M,tje,2013,81071,80121.44475379246,1.032168362455267,78544.35666595382
M,tje,2014,85035,86080.02397014106,1.0196376889001442,83397.2703497504
M,tje,2015,91604,91424.14939688382,1.021643531497734,89663.36806900556
M,tje,2016,104520,71698.70124320185,1.4893182172148167,70179.76332517003
M,tje,2017,110318,111446.0181668463,1.4742438517698497,74830.22558823069
M,tje,2018,119527,120040.86787562165,1.467932946411833,81425.38137873932
M,udv,1993,1632,0.0,0.9262451043904663,1761.952632477307
M,udv,1994,1603,1555.5483648542158,0.9544999923400443,1679.4133188729509
M,udv,1995,2526,2496.231804211868,0.9658826462281193,2615.2245408531926
M,udv,1996,2672,2665.2868215451554,0.9683154585311523,2759.4313159610037
M,udv,1997,2080,2045.0772636093243,0.9848508853842279,2111.9948520821126
M,udv,1998,1470,1492.0499963948373,0.9702964411466716,1515.0009189591497
M,udv,1999,1917,1927.928699207769,0.9647961973088067,1986.9481299234612
M,udv,2000,1636,1581.0894011299433,0.9983031811288988,1638.780714041182
M,udv,2001,2259,2226.874197815997,1.0127051130153348,2230.6592224796964
M,udv,2002,3035,3045.1764095415633,1.009320842093431,3006.972484294598
M,udv,2003,3187,3243.1323614158164,0.9918514464662445,3213.1827919943075
M,udv,2004,2112,2115.9815919606517,0.9899851033182631,2133.3654344100055
M,udv,2005,2389,2348.7310299801143,1.0069583880140394,2372.491285078497
M,udv,2006,2387,2458.424119514284,0.97770342111043,2441.435662860785
M,udv,2007,2865,2792.602238792147,1.0030502241138783,2856.2876824348637
M,udv,2008,4250,4078.3371519085804,1.0452699945341697,4065.9351385036507
M,udv,2009,4614,4712.5310416689545,1.0234151694993665,4508.434247908474
M,udv,2010,2565,2625.059909765875,1.0,2565.0
M,udv,2011,2870,2840.0,1.0105633802816902,2840.0
M,udv,2012,4377,4215.225017715049,1.04934751926735,4171.16343216402
M,udv,2013,4515,4446.833598860132,1.0654331771502623,4237.712976121478
M,udv,2014,7362,7269.859961649845,1.0789367459012447,6823.384251178192
M,udv,2015,5581,5489.862260811396,1.0968482801214885,5088.215117027708
M,udv,2016,3232,3482.4807086264277,1.0179564333468734,3174.9885300824862
M,udv,2017,1309,1354.5672897019124,0.9837126449024838,1330.6731460484198
M,udv,2018,1712,1687.3551002987624,0.9980803968144366,1715.2926812951878
