asset,sector,year,V,D,P,Q
M,soe,1997,66408,63263.6706168086,0.9280100964039539,71559.566277707
M,soe,1998,65565,67869.9281646151,0.8964939792355283,73134.90276410955
M,soe,1999,68545,68409.05885467387,0.8982754745572831,76307.32658462321
M,soe,2000,80322,74632.25632747948,0.9667573542302794,83083.92964225383
M,soe,2001,87215,83122.60753688021,1.0143539182379984,85980.83808016276
M,soe,2002,87417,87435.90337029859,1.0141346180764954,86198.6154913077
M,soe,2003,93953,95124.66886497688,1.0016433266893783,93798.85783348903
M,soe,2004,96877,94268.27043175121,1.0293622670200533,94113.61102292348
M,soe,2005,99282,98003.67764234716,1.0427888733649502,95208.1505047415
M,soe,2006,101467,103143.1602697042,1.0258427057794943,98910.87534993928
M,soe,2007,106323,107305.41390429095,1.0164508018568077,104602.20977323625
M,soe,2008,109974,110071.98324086699,1.0155459835659457,108290.51739621074
M,soe,2009,117793,121101.2315562319,0.987803398073928,119247.41322987864
M,soe,2010,121292,119812.64975918288,1.0,121292.0
M,soe,2011,119056,112915.24448337278,1.054383759648428,112915.24448337278
M,soe,2012,120153,114372.78478953708,1.10767060630867,108473.58349646181
M,soe,2013,124450,121983.2852939826,1.130069637187531,110125.95675937798
M,soe,2014,133427,128245.88102793663,1.1757243216893252,113484.9365098504
M,soe,2015,149370,136668.86587294863,1.2849886534801136,116242.27155272049
M,soe,2016,149079,149245.7542721903,1.2835529185158003,116145.58141660667
M,soe,2017,154064,156277.08820967763,1.2653761284117169,121753.52177172733
M,soe,2018,158344,164886.90963682914,1.2151644913385617,130306.63842520326
M,tje,1993,226055,0.0,0.9361995995845828,241460.26135912337
M,tje,1994,239131,237709.90651859134,0.9417964515111683,253909.42980970052
M,tje,1995,252957,252396.94700920192,0.9438862387516321,267995.21977834596
M,tje,1996,259372,258538.0751963809,0.9469307812070976,273908.08826529665
M,tje,1997,272448,272195.24034073297,0.9478100982051015,287449.986570035
M,tje,1998,290527,292466.30094275775,0.9415253091163094,308570.568615602
M,tje,1999,304486,304981.5550103509,0.9399954540262568,323922.8431327018
M,tje,2000,319946,319544.65003911266,0.9411760938481457,339942.76107444544
M,tje,2001,337980,333670.1156625491,0.9533328915811549,354524.6398028307
M,tje,2002,352516,356612.16451447364,0.9423825966962568,374068.877370855
M,tje,2003,363334,357572.7902587364,0.9575662570417637,379434.84049078537
M,tje,2004,375288,373229.34101783164,0.9628480024980678,389768.68521961034
M,tje,2005,382061,387572.8270289857,0.9491549588302339,402527.5287723967
M,tje,2006,405100,403263.7487323761,0.9534769118989195,424866.08217205125
M,tje,2007,435096,426640.66345169285,0.9723733014646055,447457.7812293394
M,tje,2008,459264,451149.32407125976,0.9898630632843489,463967.20620746247
M,tje,2009,458866,454071.81141821155,1.000314252008683,458721.8457385499
M,tje,2010,458948,459092.2253308811,1.0,458948.0
M,tje,2011,458775,454287.86838059174,1.0098772869181025,454287.8683805917
M,tje,2012,464415,458431.17750176834,1.0230590396576191,453947.4087003062
M,tje,2013,463848,462177.6226396074,1.0267565242922694,451760.4602704859
M,tje,2014,464096,468176.9870505063,1.0178065327387384,455976.6370836698
M,tje,2015,475457,472934.37879584095,1.0232354896011169,464660.38837779674
M,tje,2016,499490,495467.30249307666,1.031543135397928,484216.2996967808
M,tje,2017,525554,524425.8847184135,1.033762132607196,508389.6802009263
M,tje,2018,558143,554456.7120477823,1.0406350675218343,536348.444733042
M,udv,1993,19619,0.0,0.8509179622905446,23056.27671460662
M,udv,1994,18795,19244.00662979574,0.8310641026535823,22615.583972388755
M,udv,1995,19852,19309.729036996334,0.8544026969135169,23234.94538548891
M,udv,1996,21168,20469.14679748003,0.8835735298205933,23957.25911379225
M,udv,1997,21368,20997.835383476864,0.8991497856994924,23764.672293589876
M,udv,1998,20654,20625.45239554715,0.9003942952469076,22938.83924968253
M,udv,1999,20753,20368.22645820358,0.9174035278723582,22621.452141273476
M,udv,2000,20710,20153.04906610653,0.9427569495769175,21967.485903226767
M,udv,2001,20899,20737.601062133945,0.9500943445760621,21996.762868139438
M,udv,2002,21911,21728.930202200976,0.9580553202705507,22870.28685756103
M,udv,2003,22654,22817.61741811227,0.9511854295611482,23816.596949400242
M,udv,2004,23199,22435.265059741814,0.9835654146108413,23586.636593132895
M,udv,2005,24388,23118.287115980664,1.037585233334519,23504.57506187087
M,udv,2006,24066,24311.071669878304,1.0271256884313864,23430.433364735814
M,udv,2007,24457,24312.282238654516,1.0332396076756232,23670.21145755193
M,udv,2008,26163,26069.385343097216,1.0369499510572533,25230.725912397924
M,udv,2009,27305,28224.999015495043,1.0031503773684611,27219.249093668797
M,udv,2010,27229,27314.781625365827,1.0,27229.0
M,udv,2011,28148,27478.278096386388,1.0243727755161516,27478.278096386388
M,udv,2012,30007,29683.70216082495,1.035529655579151,28977.44148449103
M,udv,2013,31461,31552.68154328581,1.0325207526175604,30470.089749036717
M,udv,2014,35664,35474.180938775986,1.0380456756677763,34356.86967922418
M,udv,2015,38051,37587.37375713419,1.050849582097701,36209.749376350104
M,udv,2016,37185,37710.81145019202,1.036197318689732,35886.022217293816
M,udv,2017,35118,35006.68257549134,1.0394923129112088,33783.79961430239
M,udv,2018,34241,33607.63156354358,1.0590825544815559,32330.812980638435
